restaurant_id,city,cuisine,price_tier_2019,price_2019,price_2024,inflation_rate,years_open_pre_2019,review_trajectory,rent_index,closed,time_to_event_months
R04433,NYC,American,$$$,18.79,24.27,0.2921,0.9,-0.91,1.379,0,72
R04434,LA,Italian,$$$,22.39,27.51,0.2289,19.6,-1.41,1.337,0,72
R04435,LA,FastFood,$,11.42,14.66,0.2835,2.2,-0.596,1.169,0,72
R04436,Chicago,Chinese,$,9.77,13.04,0.3348,7.6,-0.893,0.944,0,72
R04437,NYC,FastFood,$,6.65,8.85,0.3314,9.0,-0.258,1.524,0,72
R04438,NYC,FastFood,$,6.56,9.23,0.406,0.5,-1.242,1.275,0,72
R04439,NYC,Japanese,$$$$,27.74,36.84,0.328,8.6,0.448,1.799,0,72
R04440,NYC,Italian,$$$,19.4,24.84,0.2802,0.9,1.381,1.483,0,72
R04441,NYC,Italian,$$$,18.26,22.2,0.2154,4.3,0.106,1.355,0,72
R04442,Chicago,FastFood,$,8.86,11.45,0.2929,3.2,-1.444,0.953,0,72
R04443,Chicago,American,$$,15.84,17.36,0.0961,6.8,-0.913,1.002,0,72
R04444,NYC,American,$$,13.08,16.66,0.2742,5.4,0.221,1.634,0,72
R04445,LA,Mexican,$$,13.71,18.65,0.3601,24.4,-1.967,1.078,0,72
R04446,NYC,Thai,$$,13.54,17.57,0.2981,4.5,-1.233,1.387,0,72
R04447,LA,Mexican,$,10.07,13.0,0.2905,12.0,-1.648,1.193,0,72
R04448,LA,Mexican,$$,13.86,18.09,0.3051,2.4,0.115,1.444,0,72
R04449,NYC,Italian,$$,16.67,21.85,0.3108,4.5,2.162,1.635,0,72
R04450,Chicago,Japanese,$$$,22.92,27.9,0.2173,1.3,-1.261,1.21,0,72
R04451,Chicago,Mediterranean,$$,16.62,22.16,0.3329,0.5,0.816,1.004,1,49
R04452,LA,Thai,$$,16.44,20.73,0.2615,2.3,-0.564,1.425,0,72
R04453,LA,Chinese,$$,13.53,17.73,0.3109,4.7,-1.32,1.397,0,72
R04454,LA,Italian,$$,15.35,18.55,0.2083,13.7,1.564,1.305,0,72
R04455,NYC,Thai,$$,14.84,20.97,0.4137,3.3,2.16,1.592,0,72
R04456,NYC,American,$$,17.05,21.98,0.289,0.5,0.412,1.35,1,51
R04457,LA,Chinese,$$,14.25,20.05,0.4064,0.5,0.363,1.494,0,72
R04458,NYC,Japanese,$$$$,26.51,33.11,0.249,1.6,0.062,1.408,0,72
R04459,Chicago,American,$$,14.32,18.71,0.3064,2.7,-0.148,1.069,0,72
R04460,NYC,FastFood,$,9.59,13.09,0.3659,3.4,0.34,1.573,0,72
R04461,NYC,Vietnamese,$,8.43,11.57,0.3718,0.5,0.676,1.23,1,32
R04462,NYC,Mexican,$$,12.23,15.65,0.279,4.3,1.663,1.441,0,72
R04463,Chicago,Indian,$$,13.8,17.49,0.2674,16.4,-0.523,1.025,0,72
R04464,NYC,Chinese,$$,16.87,21.37,0.2665,7.4,0.127,1.43,0,72
R04465,NYC,Mediterranean,$$,16.53,21.53,0.3029,2.9,-0.088,1.443,0,72
R04466,NYC,Italian,$$$,20.08,23.58,0.1741,2.7,1.024,1.734,0,72
R04467,LA,Chinese,$,9.47,12.26,0.2953,2.2,2.4,1.087,1,38
R04468,Chicago,Japanese,$$$,20.65,26.32,0.2748,4.0,1.059,0.859,1,43
R04469,NYC,Chinese,$,11.16,15.04,0.3474,0.9,0.798,1.351,1,25
R04470,Chicago,Chinese,$$$,20.3,24.53,0.2083,2.1,0.908,1.093,0,72
R04471,NYC,American,$$,14.19,16.82,0.1851,16.4,1.267,1.604,0,72
R04472,LA,Indian,$$,14.69,19.17,0.3048,4.8,2.414,1.291,0,72
R04473,NYC,Thai,$$,14.32,19.89,0.3891,0.5,-1.685,1.618,1,28
R04474,LA,Japanese,$$,16.53,19.86,0.2018,0.5,0.6,1.237,0,72
R04475,LA,Mexican,$,11.37,16.2,0.4249,1.3,-2.581,1.128,0,72
R04476,LA,Japanese,$$$,23.66,29.57,0.2497,1.8,0.951,1.071,0,72
R04477,NYC,Japanese,$$$,22.34,26.19,0.1721,0.5,0.551,1.246,0,72
R04478,Chicago,Chinese,$,8.59,10.24,0.192,0.7,-0.547,0.973,0,72
R04479,Chicago,Mediterranean,$$,15.35,19.63,0.2785,1.5,-2.67,1.099,0,72
R04480,LA,FastFood,$,10.21,13.75,0.3465,0.5,-0.014,1.235,1,26
R04481,LA,Mexican,$$,13.9,19.37,0.3941,1.8,0.223,1.203,0,72
R04482,LA,Thai,$$,17.43,21.44,0.2301,4.4,-0.063,1.057,0,72
R04483,NYC,Vietnamese,$,9.63,12.87,0.3359,7.0,-0.621,1.976,0,72
R04484,Chicago,Chinese,$$,16.37,20.8,0.2703,1.8,-0.897,0.906,0,72
R04485,NYC,American,$$,15.87,20.2,0.2728,4.8,-0.052,1.471,0,72
R04486,LA,Mexican,$$,16.65,21.66,0.3009,5.1,-0.802,1.353,1,27
R04487,NYC,Mexican,$$,12.51,16.53,0.3219,1.4,0.809,1.457,0,72
R04488,NYC,FastFood,$,5.88,8.05,0.3687,10.2,-0.079,1.316,0,72
R04489,LA,American,$$$,18.64,23.77,0.2751,5.9,-1.725,1.322,0,72
R04490,LA,Chinese,$$,12.0,15.75,0.3126,1.5,0.177,1.022,0,72
R04491,Chicago,Japanese,$$$,20.56,26.32,0.2803,8.1,0.414,1.233,1,39
R04492,Chicago,FastFood,$,6.54,8.18,0.2499,8.5,1.618,1.034,0,72
R04493,NYC,Japanese,$$$$,29.46,34.75,0.1794,0.8,0.928,1.407,0,72
R04494,NYC,Mediterranean,$$,15.48,20.75,0.3408,0.5,-0.899,1.223,1,13
R04495,NYC,Mediterranean,$$$,22.57,28.05,0.2428,5.3,1.426,1.263,0,72
R04496,LA,Italian,$$,16.66,20.17,0.211,19.0,-1.386,1.193,0,72
R04497,LA,Vietnamese,$,9.73,12.45,0.2794,8.1,0.028,1.506,1,54
R04498,Chicago,Vietnamese,$$,14.58,18.2,0.2483,10.9,0.754,1.028,0,72
R04499,LA,Indian,$$,14.31,17.27,0.2071,13.9,1.459,1.251,0,72
R04500,NYC,Italian,$$,17.8,21.74,0.2215,0.5,1.889,1.519,0,72
R04501,LA,Mexican,$,9.92,13.42,0.3525,2.9,1.275,1.594,0,72
R04502,LA,Chinese,$,11.97,15.56,0.2998,2.5,-0.137,1.138,0,72
R04503,LA,American,$$,17.28,22.21,0.2852,5.0,0.58,1.448,0,72
R04504,NYC,Indian,$,11.48,14.63,0.2752,2.9,0.224,1.382,0,72
R04505,NYC,Indian,$$,13.16,17.7,0.3451,0.5,-0.709,1.333,1,24
R04506,NYC,American,$$,14.83,18.61,0.2546,1.2,-0.116,1.436,0,72
R04507,NYC,Mexican,$$,12.65,15.62,0.2346,0.7,1.798,1.435,0,72
R04508,LA,Mexican,$$,16.31,21.79,0.3358,9.3,0.646,1.284,0,72
R04509,NYC,Thai,$$,13.26,17.88,0.3484,2.6,2.059,1.097,0,72
R04510,LA,American,$$,14.13,17.41,0.232,2.8,-1.082,1.221,0,72
R04511,LA,Thai,$$$,22.95,30.98,0.35,4.0,-0.382,1.117,0,72
R04512,Chicago,Chinese,$$,12.02,14.76,0.2275,6.0,0.415,0.917,0,72
R04513,NYC,Japanese,$$$,21.26,27.71,0.3035,9.0,0.742,1.241,0,72
R04514,NYC,FastFood,$,7.97,11.53,0.4472,2.8,-0.117,1.388,0,72
R04515,NYC,Chinese,$$,12.37,16.35,0.3218,12.1,0.801,1.363,0,72
R04516,NYC,Mexican,$$,12.68,16.84,0.3287,2.0,0.793,1.378,0,72
R04517,NYC,Vietnamese,$$,13.57,17.98,0.3247,2.8,-1.388,1.191,0,72
R04518,LA,American,$$,17.21,23.08,0.3414,2.2,0.753,1.214,1,34
R04519,NYC,FastFood,$,10.32,14.24,0.3801,0.5,1.073,1.319,0,72
R04520,NYC,Mediterranean,$$$,20.51,28.66,0.3972,8.4,0.296,1.192,0,72
R04521,NYC,Indian,$$,15.05,19.78,0.314,4.2,-1.84,1.358,0,72
R04522,LA,Mexican,$$,13.38,17.22,0.2873,0.5,-0.277,1.094,1,44
R04523,Chicago,Japanese,$$$$,26.86,31.98,0.1908,17.4,0.438,1.005,0,72
R04524,LA,Mediterranean,$$,13.92,17.72,0.2731,3.1,-0.866,1.122,0,72
R04525,LA,Japanese,$$$$,34.49,39.59,0.1479,2.4,0.918,1.008,0,72
R04526,LA,FastFood,$,7.75,10.2,0.3163,1.6,0.73,1.079,0,72
R04527,LA,Vietnamese,$,10.8,13.9,0.2874,6.3,0.134,0.975,0,72
R04528,NYC,Mexican,$,10.05,13.59,0.352,6.5,0.017,1.662,0,72
R04529,LA,American,$$,12.93,17.55,0.3571,3.3,0.193,1.402,0,72
R04530,LA,Vietnamese,$$,13.7,17.99,0.3127,5.3,-0.004,1.423,0,72
R04531,NYC,Mexican,$$$,18.81,23.4,0.2439,2.7,-1.285,1.351,0,72
R04532,LA,Italian,$$,16.25,19.25,0.1843,1.0,-0.43,1.402,1,37
R04533,LA,Indian,$$,15.44,19.96,0.2931,4.4,0.072,1.26,0,72
R04534,LA,Chinese,$$,13.53,17.65,0.3046,8.2,1.419,1.087,0,72
R04535,NYC,Italian,$$$,21.55,28.69,0.3312,4.1,0.692,1.345,0,72
R04536,LA,Vietnamese,$$,17.15,23.28,0.358,1.9,1.472,1.175,0,72
R04537,Chicago,Indian,$$$,19.07,24.72,0.2965,2.7,-1.405,1.012,0,72
R04538,NYC,American,$$,15.33,19.45,0.2691,4.6,-0.356,1.515,1,53
R04539,NYC,FastFood,$,9.35,13.23,0.415,30.6,2.074,1.45,0,72
R04540,NYC,FastFood,$,9.52,12.52,0.3152,0.5,-0.743,1.391,1,52
R04541,NYC,Japanese,$$$,21.92,28.9,0.3184,2.2,-0.763,1.705,0,72
R04542,Chicago,Chinese,$,10.67,13.4,0.2559,1.9,-0.272,0.986,0,72
R04543,LA,Indian,$$,12.56,15.17,0.2076,4.1,2.018,1.176,0,72
R04544,NYC,Chinese,$$,15.98,21.57,0.3497,3.0,-0.672,1.413,0,72
R04545,NYC,Thai,$$,17.54,24.2,0.3799,4.0,0.557,1.43,0,72
R04546,Chicago,American,$$,15.41,18.64,0.2097,5.2,0.392,0.849,0,72
R04547,NYC,Japanese,$$$,23.06,31.09,0.3481,7.3,-1.928,1.286,0,72
R04548,LA,American,$$$,19.85,23.36,0.1772,10.6,-0.016,1.609,0,72
R04549,NYC,American,$,11.77,14.37,0.2202,20.0,-0.553,1.189,0,72
R04550,NYC,FastFood,$,7.84,10.61,0.3527,3.0,0.678,1.498,0,72
R04551,LA,Chinese,$$$,18.69,23.95,0.2815,0.5,1.739,1.25,1,35
R04552,NYC,FastFood,$,8.97,11.9,0.3266,3.8,-0.345,1.637,0,72
R04553,LA,Mexican,$,10.2,13.53,0.3267,5.9,-0.345,1.254,0,72
R04554,NYC,Indian,$$,14.81,18.86,0.2736,0.5,2.518,1.819,1,34
R04555,LA,FastFood,$,10.22,13.51,0.3221,0.5,-0.712,1.235,0,72
R04556,LA,Japanese,$$,13.91,17.58,0.2639,11.4,-1.343,1.411,0,72
R04557,LA,Mexican,$$,12.9,16.6,0.2866,1.2,1.378,1.36,0,72
R04558,NYC,Thai,$$,13.09,17.08,0.3047,3.8,-0.051,1.745,0,72
R04559,LA,Thai,$,10.42,13.1,0.2577,0.7,0.283,1.204,0,72
R04560,Chicago,Italian,$$$,18.27,20.82,0.1397,4.8,2.232,1.049,0,72
R04561,NYC,American,$$,15.61,20.58,0.3182,3.1,-1.403,1.387,1,28
R04562,NYC,Thai,$$,13.94,19.45,0.3954,16.3,-0.195,1.478,0,72
R04563,Chicago,Chinese,$$,12.21,16.16,0.3232,5.2,-1.236,1.026,0,72
R04564,NYC,American,$$,13.31,17.26,0.2966,7.9,0.335,1.13,0,72
R04565,LA,Japanese,$$,16.93,20.62,0.2179,12.6,-0.553,1.18,0,72
R04566,LA,Chinese,$,11.48,14.76,0.2857,0.9,-1.173,1.335,0,72
R04567,NYC,Thai,$$,16.34,22.27,0.3629,3.1,0.732,1.233,0,72
R04568,LA,Italian,$$$,18.77,20.95,0.1159,17.3,0.01,1.066,0,72
R04569,LA,FastFood,$,8.39,11.1,0.3218,7.2,-1.252,1.379,0,72
R04570,NYC,American,$$,13.27,17.47,0.3167,5.1,-1.19,1.704,1,28
R04571,Chicago,American,$$,14.96,17.55,0.1731,4.9,0.208,0.928,0,72
R04572,NYC,Japanese,$$$$,25.12,32.44,0.2912,11.2,-1.671,1.481,0,72
R04573,NYC,Japanese,$$$,24.09,31.05,0.2888,1.7,0.227,1.436,0,72
R04574,Chicago,Thai,$$,12.85,15.25,0.1873,5.8,1.34,1.152,0,72
R04575,NYC,Vietnamese,$,7.19,9.59,0.3343,9.4,0.667,1.36,0,72
R04576,Chicago,Indian,$$,12.84,15.66,0.2191,2.5,-0.623,0.956,0,72
R04577,NYC,Japanese,$$$,20.17,26.03,0.2908,11.2,0.274,1.703,0,72
R04578,LA,Chinese,$,11.04,14.72,0.3335,20.4,-1.252,1.064,1,34
R04579,NYC,Mexican,$,11.6,15.78,0.3599,4.2,0.136,1.366,1,15
R04580,LA,Indian,$$,16.8,21.56,0.2836,1.1,-0.327,1.219,0,72
R04581,LA,Japanese,$$$,21.85,27.63,0.2644,5.3,-1.039,1.441,0,72
R04582,Chicago,American,$$$,19.12,22.39,0.1712,2.3,0.624,0.867,0,72
R04583,Chicago,Japanese,$$,16.77,20.43,0.2185,5.6,-1.977,0.918,0,72
R04584,LA,Japanese,$$$,20.82,25.2,0.2102,8.4,-1.186,1.288,0,72
R04585,LA,Vietnamese,$,8.11,11.04,0.3616,30.8,-1.066,1.313,0,72
R04586,LA,American,$$,14.82,19.18,0.2942,0.6,-0.505,1.231,1,30
R04587,Chicago,FastFood,$,7.04,9.46,0.344,11.1,1.299,0.986,0,72
R04588,LA,Mexican,$$,15.74,22.13,0.4057,5.5,0.754,1.219,0,72
R04589,Chicago,American,$$,17.22,20.9,0.2135,12.3,0.105,0.835,0,72
R04590,NYC,Mexican,$$,15.01,19.7,0.3125,6.2,0.058,1.468,0,72
R04591,LA,Thai,$$,12.96,16.49,0.2723,7.0,-0.012,1.434,0,72
R04592,LA,American,$$,13.32,15.71,0.1799,2.8,1.372,1.024,0,72
R04593,NYC,Japanese,$$$,18.21,21.73,0.1938,8.9,-1.816,1.32,0,72
R04594,NYC,Thai,$$,14.69,19.69,0.3411,9.0,0.772,1.383,0,72
R04595,Chicago,Japanese,$$$$,30.47,35.05,0.1502,2.7,-0.508,0.961,0,72
R04596,NYC,Chinese,$$,14.0,17.73,0.2663,7.4,0.503,1.809,0,72
R04597,NYC,Japanese,$$$,20.56,26.01,0.2649,6.6,0.508,1.297,0,72
R04598,NYC,Mexican,$$,12.08,15.94,0.3194,6.6,0.733,1.266,0,72
R04599,NYC,Mediterranean,$$,16.9,22.56,0.3343,4.0,1.584,1.591,0,72
R04600,LA,Indian,$$$,20.88,26.79,0.283,0.5,-1.371,1.11,0,72
R04601,Chicago,Indian,$$$,18.11,21.91,0.2101,1.7,1.005,1.099,0,72
R04602,Chicago,Mediterranean,$$,17.81,22.96,0.2886,22.6,-0.064,0.977,0,72
R04603,LA,Thai,$$,14.28,18.94,0.3264,4.1,-0.461,1.268,0,72
R04604,LA,Japanese,$$$,23.22,27.38,0.1795,17.9,2.034,0.994,0,72
R04605,NYC,Mexican,$$,13.66,18.48,0.3526,4.2,0.702,1.531,1,48
R04606,Chicago,Italian,$$,16.71,19.45,0.1642,5.7,-0.417,1.026,0,72
R04607,NYC,FastFood,$,7.3,9.66,0.3229,3.0,0.957,1.406,0,72
R04608,NYC,FastFood,$,10.24,14.88,0.4535,4.9,-0.046,1.251,0,72
R04609,Chicago,Indian,$$,14.56,18.29,0.2562,14.2,-0.433,1.026,0,72
R04610,Chicago,Chinese,$$,15.42,19.42,0.2591,6.8,-0.606,1.091,0,72
R04611,NYC,Chinese,$$,17.48,23.15,0.3242,7.4,0.305,1.36,0,72
R04612,LA,Mediterranean,$$$,18.67,24.53,0.3137,9.0,-0.614,1.129,1,32
R04613,LA,Chinese,$$,13.87,17.54,0.2649,1.0,0.155,1.32,0,72
R04614,NYC,American,$$$$,28.46,35.68,0.2535,0.5,0.887,1.78,0,72
R04615,NYC,Italian,$$$,18.68,23.97,0.2828,5.6,0.111,1.623,0,72
R04616,NYC,Italian,$$,14.79,17.37,0.1742,12.9,1.977,1.49,0,72
R04617,LA,Vietnamese,$,10.93,14.86,0.3595,1.9,0.013,1.165,0,72
R04618,NYC,FastFood,$,11.24,14.38,0.2797,25.9,1.349,1.445,0,72
R04619,LA,Indian,$,11.49,14.56,0.2677,2.3,0.976,1.024,0,72
R04620,NYC,Japanese,$$$,19.21,22.86,0.1901,0.5,1.525,1.423,0,72
R04621,Chicago,Japanese,$$$$,26.85,31.34,0.1672,1.3,1.972,1.144,0,72
R04622,LA,Mediterranean,$$,16.19,21.61,0.3349,16.0,-1.761,1.206,1,63
R04623,Chicago,American,$$,15.69,20.11,0.2822,1.5,0.265,0.928,1,42
R04624,NYC,American,$$$,19.41,25.96,0.3376,0.5,-0.112,1.33,0,72
R04625,LA,Vietnamese,$,10.11,12.51,0.2376,1.4,0.111,1.195,0,72
R04626,Chicago,Chinese,$,9.98,12.15,0.2174,1.6,-0.397,0.862,0,72
R04627,NYC,Mexican,$,9.74,13.21,0.357,6.2,-0.543,1.3,0,72
R04628,NYC,Mediterranean,$$$,18.88,25.03,0.3258,3.1,-1.1,1.743,1,35
R04629,NYC,American,$$,16.76,20.79,0.24,16.4,0.097,1.28,0,72
R04630,NYC,Chinese,$,11.48,14.82,0.2911,13.4,0.934,1.317,0,72
R04631,NYC,Italian,$$,14.61,17.44,0.1934,3.6,-0.494,1.502,0,72
R04632,NYC,FastFood,$,8.1,11.68,0.4429,10.5,-0.329,1.375,0,72
R04633,NYC,American,$$$,19.56,24.57,0.2563,12.1,-0.698,1.466,0,72
R04634,LA,American,$$,13.77,17.37,0.2616,4.1,-0.994,1.331,0,72
R04635,NYC,Mexican,$,11.09,14.91,0.3442,0.5,-0.236,1.204,1,32
R04636,NYC,FastFood,$,6.86,9.71,0.4153,3.6,0.343,1.587,1,49
R04637,LA,Mediterranean,$$,15.91,19.45,0.2224,0.5,1.257,1.119,0,72
R04638,NYC,American,$$,17.0,22.76,0.3384,19.6,-1.192,1.401,0,72
R04639,NYC,Italian,$$$$,26.34,31.24,0.1861,3.6,-0.03,1.826,0,72
R04640,NYC,Vietnamese,$,11.96,16.6,0.3883,5.9,1.178,1.225,0,72
R04641,NYC,Thai,$$,13.87,16.97,0.2242,11.4,-1.179,1.557,0,72
R04642,LA,Thai,$$,16.35,21.01,0.2848,8.6,1.267,1.374,0,72
R04643,NYC,FastFood,$,9.63,13.89,0.4413,0.5,-0.439,1.336,0,72
R04644,NYC,American,$$,14.42,18.96,0.3149,5.1,0.711,1.338,0,72
R04645,Chicago,Italian,$$$$,27.24,33.26,0.2211,2.9,-0.218,0.957,0,72
R04646,Chicago,American,$$,15.93,18.76,0.1776,22.3,0.459,0.921,0,72
R04647,NYC,Thai,$$,14.61,18.6,0.2733,8.7,1.609,1.462,0,72
R04648,NYC,Chinese,$$,14.36,19.92,0.3872,0.5,-0.121,1.614,0,72
R04649,LA,Chinese,$$,13.84,18.31,0.3236,4.5,0.997,1.149,0,72
R04650,Chicago,Indian,$$$,19.08,24.7,0.2945,2.6,0.275,1.118,0,72
R04651,Chicago,Japanese,$$$,19.78,24.21,0.2237,5.4,-0.786,1.183,0,72
R04652,NYC,Thai,$$,16.12,20.89,0.2959,0.7,-0.146,1.527,1,23
R04653,NYC,Chinese,$$,13.39,18.19,0.3583,3.0,-0.208,1.544,0,72
R04654,NYC,Italian,$$$,21.48,27.13,0.263,3.3,-1.412,1.35,1,25
R04655,Chicago,Chinese,$$,12.51,15.78,0.2615,11.8,0.459,0.73,0,72
R04656,Chicago,Vietnamese,$,10.8,13.06,0.2093,2.0,0.658,1.073,0,72
R04657,NYC,Indian,$$,16.54,22.29,0.3477,2.4,0.812,1.595,0,72
R04658,LA,Japanese,$$$,23.46,29.85,0.272,7.9,1.43,1.235,0,72
R04659,NYC,Japanese,$$$,18.98,23.53,0.2397,16.5,0.954,1.617,0,72
R04660,LA,Mexican,$$,15.93,21.96,0.379,3.4,-0.603,1.124,0,72
R04661,Chicago,Indian,$$,16.54,20.88,0.2622,7.2,-0.39,1.064,0,72
R04662,LA,FastFood,$,8.39,11.35,0.3532,1.9,0.839,1.432,0,72
R04663,NYC,Indian,$$,13.33,17.92,0.3442,2.6,0.39,1.571,0,72
R04664,LA,Chinese,$$,13.88,18.51,0.3334,11.5,-0.018,1.41,0,72
R04665,NYC,American,$$$,18.02,23.33,0.2947,4.3,-0.875,1.705,0,72
R04666,Chicago,Italian,$$,13.51,16.08,0.1906,1.7,-0.531,0.864,0,72
R04667,NYC,Mexican,$$,13.37,19.25,0.4392,3.0,0.583,1.581,1,42
R04668,Chicago,Chinese,$$,14.62,18.03,0.2333,7.5,-1.951,0.927,0,72
R04669,NYC,Mexican,$,8.18,11.27,0.3773,0.5,-2.34,1.27,1,29
R04670,NYC,Chinese,$$,13.47,17.72,0.3158,3.0,0.693,1.401,0,72
R04671,NYC,Thai,$$,15.86,21.14,0.3327,17.8,-0.533,1.79,0,72
R04672,NYC,Italian,$$$,19.98,26.21,0.3117,8.7,0.469,1.358,0,72
R04673,NYC,Indian,$$,16.75,21.52,0.2844,10.4,1.577,1.174,0,72
R04674,LA,FastFood,$,8.01,10.98,0.3701,0.5,-1.013,1.009,1,35
R04675,NYC,American,$$,13.27,17.16,0.2933,4.8,-1.67,1.536,0,72
R04676,NYC,Japanese,$$,15.91,19.7,0.2379,13.2,-0.276,1.324,1,36
R04677,NYC,Indian,$$,17.65,24.06,0.3629,7.3,-0.685,1.135,0,72
R04678,NYC,Mexican,$$,14.19,19.51,0.3756,0.7,-0.025,1.225,0,72
R04679,Chicago,Japanese,$$$$,27.15,32.53,0.1983,14.1,0.538,1.02,0,72
R04680,Chicago,American,$$,14.04,18.05,0.2852,5.6,0.327,1.098,0,72
R04681,NYC,Thai,$$,16.18,20.52,0.2684,0.7,0.046,1.374,0,72
R04682,LA,Thai,$,10.68,13.76,0.2886,18.7,1.058,1.297,0,72
R04683,LA,Thai,$,11.97,15.19,0.2685,40.0,0.671,1.339,0,72
R04684,Chicago,Vietnamese,$,11.76,15.5,0.3176,1.1,-0.181,0.91,0,72
R04685,NYC,American,$$$,18.03,22.64,0.256,5.2,0.635,1.429,0,72
R04686,NYC,Thai,$$$,18.94,25.53,0.3479,3.2,-1.546,1.349,0,72
R04687,LA,Mediterranean,$$,16.28,21.16,0.2997,3.5,1.064,1.28,0,72
R04688,Chicago,Japanese,$$$,18.83,22.61,0.2012,13.8,0.022,0.929,0,72
R04689,LA,FastFood,$,7.21,10.32,0.4315,4.5,-1.201,1.037,1,40
R04690,LA,Mediterranean,$$,15.02,18.52,0.2327,0.6,-0.417,1.208,1,44
R04691,NYC,American,$$$,23.86,28.86,0.2095,6.7,1.038,1.657,0,72
R04692,LA,Mexican,$$,14.32,19.52,0.3628,3.1,-0.768,1.276,0,72
R04693,Chicago,Chinese,$$,15.88,18.46,0.1625,6.4,0.411,1.128,0,72
R04694,NYC,Indian,$$,13.89,19.09,0.3746,2.8,0.879,1.619,0,72
R04695,LA,Mexican,$$,12.5,16.56,0.3251,18.4,0.024,1.206,0,72
R04696,NYC,Japanese,$$$,24.95,29.91,0.1987,4.2,-0.865,1.35,0,72
R04697,LA,American,$$,14.61,17.71,0.2126,1.6,-0.064,1.081,0,72
R04698,LA,Mediterranean,$$,16.13,19.17,0.1883,11.4,-1.409,0.992,0,72
R04699,LA,Thai,$$,12.4,16.23,0.3091,5.0,-0.489,1.384,1,34
R04700,Chicago,Indian,$$,13.38,15.83,0.1837,5.1,-1.107,0.961,0,72
R04701,NYC,Japanese,$$$,22.19,28.74,0.2951,9.5,-0.047,1.182,0,72
R04702,NYC,Chinese,$,11.21,14.63,0.3048,2.5,-1.269,1.681,0,72
R04703,NYC,Vietnamese,$$,12.11,15.82,0.3062,8.4,0.083,1.466,0,72
R04704,NYC,Chinese,$$,13.68,18.41,0.3455,1.8,1.133,1.629,0,72
R04705,NYC,American,$$,15.49,20.31,0.3112,4.6,1.196,1.405,0,72
R04706,NYC,FastFood,$,7.32,10.38,0.4173,0.7,-1.245,1.318,0,72
R04707,NYC,American,$$,16.31,20.35,0.2483,0.9,-0.666,1.53,0,72
R04708,NYC,Vietnamese,$,10.5,13.95,0.3285,8.5,0.853,1.545,0,72
R04709,NYC,Vietnamese,$,11.6,15.06,0.2982,9.0,0.704,1.402,0,72
R04710,LA,Thai,$$,17.06,22.15,0.2981,10.9,-0.615,1.405,0,72
R04711,NYC,Japanese,$$,17.56,21.62,0.2311,0.5,-0.486,1.624,0,72
R04712,LA,American,$$$,23.66,29.31,0.2388,0.5,0.082,1.284,0,72
R04713,Chicago,Chinese,$$,12.83,16.03,0.249,5.6,-1.833,0.875,0,72
R04714,LA,American,$$,17.23,21.96,0.2747,7.5,0.525,1.033,0,72
R04715,NYC,Italian,$$,15.72,19.65,0.2501,0.5,1.083,1.674,0,72
R04716,NYC,American,$$$,19.65,25.65,0.3053,5.6,-0.389,1.115,0,72
R04717,LA,Indian,$$,14.18,18.07,0.2747,24.7,-1.419,1.187,1,60
R04718,LA,Mexican,$,11.64,15.03,0.291,19.6,1.413,1.221,0,72
R04719,NYC,American,$$,14.43,18.6,0.2896,3.6,0.219,1.367,1,52
R04720,NYC,Chinese,$$,12.39,15.78,0.2741,3.7,0.709,1.444,0,72
R04721,LA,Italian,$$$,19.41,24.42,0.2585,3.9,-1.321,1.262,0,72
R04722,NYC,Mexican,$$,12.89,17.1,0.3257,2.8,-1.317,1.351,0,72
R04723,LA,Chinese,$$,12.91,16.91,0.3102,0.5,0.414,1.334,1,22
R04724,NYC,FastFood,$,7.48,10.25,0.371,1.4,1.028,1.555,1,52
R04725,NYC,FastFood,$,7.4,10.66,0.4401,1.1,-1.129,1.419,0,72
R04726,Chicago,Indian,$$,13.35,16.94,0.2691,17.0,-0.102,0.906,0,72
R04727,NYC,American,$$,17.38,22.31,0.2837,3.8,-1.587,1.434,0,72
R04728,LA,Indian,$$,16.34,20.34,0.2454,6.6,-0.702,1.546,0,72
R04729,NYC,Mediterranean,$$$,19.62,26.1,0.3301,7.7,-0.257,1.324,0,72
R04730,NYC,American,$$,16.0,20.26,0.2665,1.0,0.489,1.742,1,27
R04731,Chicago,Mexican,$$,13.39,16.26,0.2137,8.4,-2.106,0.81,0,72
R04732,NYC,Indian,$$,14.07,18.15,0.2902,1.0,1.32,1.308,0,72
R04733,NYC,FastFood,$,6.21,8.51,0.3696,3.5,-0.171,1.359,0,72
R04734,Chicago,Chinese,$$,12.5,15.37,0.2291,1.6,1.294,1.121,0,72
R04735,LA,Japanese,$$$,20.56,25.58,0.2441,3.0,0.699,1.208,0,72
R04736,LA,Italian,$$,14.93,18.31,0.2264,6.5,0.852,1.404,0,72
R04737,NYC,Japanese,$$$,19.86,25.17,0.2672,9.4,2.02,1.393,0,72
R04738,NYC,Indian,$$,14.86,20.23,0.3617,2.0,-0.782,1.441,1,42
R04739,LA,Italian,$$,14.68,17.09,0.1644,0.6,0.135,1.154,1,23
R04740,NYC,FastFood,$,7.48,10.93,0.4617,11.5,-0.991,1.849,0,72
R04741,NYC,Thai,$$$,18.5,24.2,0.3084,0.5,-0.102,1.268,1,51
R04742,LA,Mexican,$,9.37,12.64,0.349,0.5,0.72,1.129,0,72
